location_id,indicator_id,year,value,rep_meth,ingested_at,flags,source_file,source_col
5,582,1994,0.0,not_reported,2025-12-15 21:02:16.413488,,tb_outcomes.csv,new_sp_coh
5,582,1995,0.0,not_reported,2025-12-15 21:02:16.413518,,tb_outcomes.csv,new_sp_coh
5,582,1996,0.0,not_reported,2025-12-15 21:02:16.413548,,tb_outcomes.csv,new_sp_coh
5,582,1997,8246.0,100.0,2025-12-15 21:02:16.413578,,tb_outcomes.csv,new_sp_coh
5,582,1998,2626.0,100.0,2025-12-15 21:02:16.413608,,tb_outcomes.csv,new_sp_coh
5,582,1999,0.0,not_reported,2025-12-15 21:02:16.413637,,tb_outcomes.csv,new_sp_coh
5,582,2000,6392.0,100.0,2025-12-15 21:02:16.413667,,tb_outcomes.csv,new_sp_coh
5,582,2001,1310.0,100.0,2025-12-15 21:02:16.413697,,tb_outcomes.csv,new_sp_coh
5,582,2002,17345.0,100.0,2025-12-15 21:02:16.413727,,tb_outcomes.csv,new_sp_coh
5,582,2003,15513.0,100.0,2025-12-15 21:02:16.413757,,tb_outcomes.csv,new_sp_coh
5,582,2004,22478.0,100.0,2025-12-15 21:02:16.413787,,tb_outcomes.csv,new_sp_coh
5,582,2005,20113.0,100.0,2025-12-15 21:02:16.413817,,tb_outcomes.csv,new_sp_coh
5,582,2006,21499.0,100.0,2025-12-15 21:02:16.413847,,tb_outcomes.csv,new_sp_coh
5,582,2007,21422.0,100.0,2025-12-15 21:02:16.413877,,tb_outcomes.csv,new_sp_coh
5,582,2008,22562.0,100.0,2025-12-15 21:02:16.413908,,tb_outcomes.csv,new_sp_coh
5,582,2009,21627.0,100.0,2025-12-15 21:02:16.413945,,tb_outcomes.csv,new_sp_coh
5,582,2010,21145.0,100.0,2025-12-15 21:02:16.413975,,tb_outcomes.csv,new_sp_coh
5,582,2011,21703.0,100.0,2025-12-15 21:02:16.414005,,tb_outcomes.csv,new_sp_coh
5,582,2012,0.0,not_reported,2025-12-15 21:02:16.414067,,tb_outcomes.csv,new_sp_coh
5,582,2013,0.0,not_reported,2025-12-15 21:02:16.414135,,tb_outcomes.csv,new_sp_coh
5,582,2014,0.0,not_reported,2025-12-15 21:02:16.414179,,tb_outcomes.csv,new_sp_coh
5,582,2015,0.0,not_reported,2025-12-15 21:02:16.414216,,tb_outcomes.csv,new_sp_coh
5,582,2016,0.0,not_reported,2025-12-15 21:02:16.414275,,tb_outcomes.csv,new_sp_coh
5,582,2017,0.0,not_reported,2025-12-15 21:02:16.414313,,tb_outcomes.csv,new_sp_coh
5,582,2018,0.0,not_reported,2025-12-15 21:02:16.414345,,tb_outcomes.csv,new_sp_coh
5,582,2019,0.0,not_reported,2025-12-15 21:02:16.414376,,tb_outcomes.csv,new_sp_coh
5,582,2020,0.0,not_reported,2025-12-15 21:02:16.414407,,tb_outcomes.csv,new_sp_coh
5,582,2021,0.0,not_reported,2025-12-15 21:02:16.414437,,tb_outcomes.csv,new_sp_coh
5,582,2022,0.0,not_reported,2025-12-15 21:02:16.414468,,tb_outcomes.csv,new_sp_coh
5,582,2023,0.0,not_reported,2025-12-15 21:02:16.414499,,tb_outcomes.csv,new_sp_coh
6,582,1994,0.0,not_reported,2025-12-15 21:02:16.414529,,tb_outcomes.csv,new_sp_coh
6,582,1995,0.0,not_reported,2025-12-15 21:02:16.414560,,tb_outcomes.csv,new_sp_coh
6,582,1996,0.0,not_reported,2025-12-15 21:02:16.414590,,tb_outcomes.csv,new_sp_coh
6,582,1997,0.0,not_reported,2025-12-15 21:02:16.414623,,tb_outcomes.csv,new_sp_coh
6,582,1998,0.0,not_reported,2025-12-15 21:02:16.414653,,tb_outcomes.csv,new_sp_coh
6,582,1999,0.0,not_reported,2025-12-15 21:02:16.414683,,tb_outcomes.csv,new_sp_coh
6,582,2000,0.0,not_reported,2025-12-15 21:02:16.414714,,tb_outcomes.csv,new_sp_coh
6,582,2001,0.0,not_reported,2025-12-15 21:02:16.414744,,tb_outcomes.csv,new_sp_coh
6,582,2002,0.0,not_reported,2025-12-15 21:02:16.414780,,tb_outcomes.csv,new_sp_coh
6,582,2003,0.0,100.0,2025-12-15 21:02:16.414811,,tb_outcomes.csv,new_sp_coh
6,582,2004,0.0,not_reported,2025-12-15 21:02:16.414841,,tb_outcomes.csv,new_sp_coh
6,582,2005,0.0,not_reported,2025-12-15 21:02:16.414872,,tb_outcomes.csv,new_sp_coh
6,582,2006,0.0,not_reported,2025-12-15 21:02:16.414901,,tb_outcomes.csv,new_sp_coh
6,582,2007,0.0,not_reported,2025-12-15 21:02:16.414931,,tb_outcomes.csv,new_sp_coh
6,582,2008,0.0,not_reported,2025-12-15 21:02:16.414962,,tb_outcomes.csv,new_sp_coh
6,582,2009,0.0,100.0,2025-12-15 21:02:16.414991,,tb_outcomes.csv,new_sp_coh
6,582,2010,0.0,100.0,2025-12-15 21:02:16.415024,,tb_outcomes.csv,new_sp_coh
6,582,2011,0.0,not_reported,2025-12-15 21:02:16.415054,,tb_outcomes.csv,new_sp_coh
6,582,2012,0.0,not_reported,2025-12-15 21:02:16.415084,,tb_outcomes.csv,new_sp_coh
6,582,2013,0.0,not_reported,2025-12-15 21:02:16.415114,,tb_outcomes.csv,new_sp_coh
6,582,2014,0.0,not_reported,2025-12-15 21:02:16.415144,,tb_outcomes.csv,new_sp_coh
6,582,2015,0.0,not_reported,2025-12-15 21:02:16.415174,,tb_outcomes.csv,new_sp_coh
6,582,2016,0.0,not_reported,2025-12-15 21:02:16.415204,,tb_outcomes.csv,new_sp_coh
6,582,2017,0.0,not_reported,2025-12-15 21:02:16.415234,,tb_outcomes.csv,new_sp_coh
6,582,2018,0.0,not_reported,2025-12-15 21:02:16.415264,,tb_outcomes.csv,new_sp_coh
6,582,2019,0.0,not_reported,2025-12-15 21:02:16.415293,,tb_outcomes.csv,new_sp_coh
6,582,2020,0.0,not_reported,2025-12-15 21:02:16.415323,,tb_outcomes.csv,new_sp_coh
6,582,2021,0.0,not_reported,2025-12-15 21:02:16.415353,,tb_outcomes.csv,new_sp_coh
6,582,2022,0.0,not_reported,2025-12-15 21:02:16.415383,,tb_outcomes.csv,new_sp_coh
6,582,2023,0.0,not_reported,2025-12-15 21:02:16.415413,,tb_outcomes.csv,new_sp_coh
7,582,1994,0.0,not_reported,2025-12-15 21:02:16.415442,,tb_outcomes.csv,new_sp_coh
7,582,1995,0.0,not_reported,2025-12-15 21:02:16.415472,,tb_outcomes.csv,new_sp_coh
7,582,1996,0.0,not_reported,2025-12-15 21:02:16.415502,,tb_outcomes.csv,new_sp_coh
7,582,1997,0.0,not_reported,2025-12-15 21:02:16.415532,,tb_outcomes.csv,new_sp_coh
7,582,1998,4.0,100.0,2025-12-15 21:02:16.415562,,tb_outcomes.csv,new_sp_coh
7,582,1999,2.0,100.0,2025-12-15 21:02:16.415592,,tb_outcomes.csv,new_sp_coh
7,582,2000,4.0,100.0,2025-12-15 21:02:16.415622,,tb_outcomes.csv,new_sp_coh
7,582,2001,1.0,100.0,2025-12-15 21:02:16.415651,,tb_outcomes.csv,new_sp_coh
7,582,2002,4.0,100.0,2025-12-15 21:02:16.415681,,tb_outcomes.csv,new_sp_coh
7,582,2003,0.0,not_reported,2025-12-15 21:02:16.415711,,tb_outcomes.csv,new_sp_coh
7,582,2004,4.0,100.0,2025-12-15 21:02:16.415748,,tb_outcomes.csv,new_sp_coh
7,582,2005,6.0,100.0,2025-12-15 21:02:16.415778,,tb_outcomes.csv,new_sp_coh
7,582,2006,0.0,not_reported,2025-12-15 21:02:16.415808,,tb_outcomes.csv,new_sp_coh
7,582,2007,2.0,100.0,2025-12-15 21:02:16.415839,,tb_outcomes.csv,new_sp_coh
7,582,2008,1.0,100.0,2025-12-15 21:02:16.415869,,tb_outcomes.csv,new_sp_coh
7,582,2009,3.0,101.0,2025-12-15 21:02:16.415899,,tb_outcomes.csv,new_sp_coh
7,582,2010,6.0,100.0,2025-12-15 21:02:16.415928,,tb_outcomes.csv,new_sp_coh
7,582,2011,6.0,102.0,2025-12-15 21:02:16.415961,,tb_outcomes.csv,new_sp_coh
7,582,2012,0.0,not_reported,2025-12-15 21:02:16.415991,,tb_outcomes.csv,new_sp_coh
7,582,2013,0.0,not_reported,2025-12-15 21:02:16.416022,,tb_outcomes.csv,new_sp_coh
7,582,2014,0.0,not_reported,2025-12-15 21:02:16.416051,,tb_outcomes.csv,new_sp_coh
7,582,2015,0.0,not_reported,2025-12-15 21:02:16.416081,,tb_outcomes.csv,new_sp_coh
7,582,2016,0.0,not_reported,2025-12-15 21:02:16.416111,,tb_outcomes.csv,new_sp_coh
7,582,2017,0.0,not_reported,2025-12-15 21:02:16.416142,,tb_outcomes.csv,new_sp_coh
7,582,2018,0.0,not_reported,2025-12-15 21:02:16.416172,,tb_outcomes.csv,new_sp_coh
7,582,2019,0.0,not_reported,2025-12-15 21:02:16.416201,,tb_outcomes.csv,new_sp_coh
7,582,2020,0.0,not_reported,2025-12-15 21:02:16.416231,,tb_outcomes.csv,new_sp_coh
7,582,2021,0.0,not_reported,2025-12-15 21:02:16.416261,,tb_outcomes.csv,new_sp_coh
7,582,2022,0.0,not_reported,2025-12-15 21:02:16.416291,,tb_outcomes.csv,new_sp_coh
7,582,2023,0.0,not_reported,2025-12-15 21:02:16.416320,,tb_outcomes.csv,new_sp_coh
8,582,1994,5696.0,100.0,2025-12-15 21:02:16.416350,,tb_outcomes.csv,new_sp_coh
8,582,1995,5707.0,100.0,2025-12-15 21:02:16.416380,,tb_outcomes.csv,new_sp_coh
8,582,1996,5319.0,100.0,2025-12-15 21:02:16.416409,,tb_outcomes.csv,new_sp_coh
8,582,1997,5234.0,100.0,2025-12-15 21:02:16.416439,,tb_outcomes.csv,new_sp_coh
8,582,1998,5234.0,100.0,2025-12-15 21:02:16.416470,,tb_outcomes.csv,new_sp_coh
8,582,1999,4830.0,100.0,2025-12-15 21:02:16.416499,,tb_outcomes.csv,new_sp_coh
8,582,2000,5177.0,100.0,2025-12-15 21:02:16.416529,,tb_outcomes.csv,new_sp_coh
8,582,2001,5595.0,100.0,2025-12-15 21:02:16.416559,,tb_outcomes.csv,new_sp_coh
8,582,2002,4791.0,100.0,2025-12-15 21:02:16.416589,,tb_outcomes.csv,new_sp_coh
8,582,2003,4961.0,100.0,2025-12-15 21:02:16.416619,,tb_outcomes.csv,new_sp_coh
8,582,2004,4760.0,100.0,2025-12-15 21:02:16.416652,,tb_outcomes.csv,new_sp_coh
8,582,2005,4709.0,100.0,2025-12-15 21:02:16.416682,,tb_outcomes.csv,new_sp_coh
8,582,2006,4622.0,100.0,2025-12-15 21:02:16.416712,,tb_outcomes.csv,new_sp_coh
8,582,2007,5036.0,100.0,2025-12-15 21:02:16.416741,,tb_outcomes.csv,new_sp_coh
8,582,2008,2577.0,not_reported,2025-12-15 21:02:16.416772,,tb_outcomes.csv,new_sp_coh
8,582,2009,5062.0,102.0,2025-12-15 21:02:16.416803,,tb_outcomes.csv,new_sp_coh
8,582,2010,5088.0,102.0,2025-12-15 21:02:16.416833,,tb_outcomes.csv,new_sp_coh
8,582,2011,5600.0,102.0,2025-12-15 21:02:16.416865,,tb_outcomes.csv,new_sp_coh
8,582,2012,0.0,not_reported,2025-12-15 21:02:16.416899,,tb_outcomes.csv,new_sp_coh
8,582,2013,0.0,not_reported,2025-12-15 21:02:16.416929,,tb_outcomes.csv,new_sp_coh
8,582,2014,0.0,not_reported,2025-12-15 21:02:16.416968,,tb_outcomes.csv,new_sp_coh
8,582,2015,0.0,not_reported,2025-12-15 21:02:16.416998,,tb_outcomes.csv,new_sp_coh
8,582,2016,0.0,not_reported,2025-12-15 21:02:16.417029,,tb_outcomes.csv,new_sp_coh
8,582,2017,0.0,not_reported,2025-12-15 21:02:16.417059,,tb_outcomes.csv,new_sp_coh
8,582,2018,0.0,not_reported,2025-12-15 21:02:16.417089,,tb_outcomes.csv,new_sp_coh
8,582,2019,0.0,not_reported,2025-12-15 21:02:16.417120,,tb_outcomes.csv,new_sp_coh
8,582,2020,0.0,not_reported,2025-12-15 21:02:16.417150,,tb_outcomes.csv,new_sp_coh
